temp,humidity,windspeed,bike_rent_count
33.62,21,12.998,461
32.8,24,16.9979,422
31.98,25,12.998,318
29.52,42,15.0013,269
28.7,45,12.998,218
28.7,42,0,222
27.88,47,6.0032,140
27.88,47,6.0032,115
27.06,54,0,78
26.24,53,0,52
26.24,53,0,26
25.42,61,0,11
23.78,73,7.0015,14
25.42,69,7.0015,32
26.24,65,0,45
27.88,57,0,132
32.8,36,6.0032,357
33.62,30,7.0015,404
34.44,20,0,392
36.08,22,15.0013,398
34.44,30,15.0013,349
33.62,30,19.0012,383
31.16,45,19.0012,284
30.34,48,12.998,232
29.52,51,11.0014,201
29.52,54,19.0012,154
28.7,58,15.0013,144
28.7,61,11.0014,78
28.7,58,12.998,69
27.88,65,6.0032,33
27.88,65,6.0032,5
25.42,83,12.998,1
25.42,94,6.0032,3
27.88,79,15.0013,92
28.7,74,16.9979,181
31.16,62,7.0015,390
32.8,59,15.0013,421
33.62,56,16.9979,375
34.44,53,19.9995,376
34.44,53,19.9995,414
32.8,49,56.9969,181
27.06,83,12.998,183
27.06,83,0,176
27.06,83,11.0014,167
27.06,78,7.0015,162
26.24,83,11.0014,147
26.24,83,8.9981,140
26.24,83,6.0032,119
26.24,83,0,63
26.24,78,0,26
27.06,78,6.0032,12
26.24,83,8.9981,4
26.24,89,11.0014,16
27.06,83,8.9981,36
28.7,74,7.0015,86
31.16,55,6.0032,280
31.16,55,6.0032,349
31.98,52,0,447
31.98,49,0,423
32.8,46,0,408
33.62,43,6.0032,408
33.62,41,0,452
32.8,46,0,436
32.8,46,8.9981,418
31.98,49,11.0014,375
31.16,55,7.0015,386
30.34,62,7.0015,457
30.34,62,8.9981,326
29.52,70,7.0015,138
28.7,65,11.0014,55
28.7,65,7.0015,39
27.06,74,6.0032,13
27.06,74,15.0013,8
27.06,69,11.0014,5
27.06,69,0,20
27.06,74,6.0032,94
28.7,65,6.0032,270
29.52,62,8.9981,432
30.34,58,8.9981,227
31.98,46,7.0015,172
32.8,43,7.0015,201
33.62,43,7.0015,203
33.62,43,0,162
33.62,46,7.0015,281
33.62,46,7.0015,545
32.8,55,11.0014,496
32.8,59,8.9981,368
31.16,66,7.0015,284
31.98,62,16.9979,245
31.16,66,15.0013,155
30.34,66,11.0014,73
29.52,74,12.998,37
28.7,79,6.0032,5
28.7,79,0,6
27.88,83,6.0032,6
27.88,83,6.0032,35
29.52,79,0,312
29.52,74,7.0015,428
28.7,79,12.998,189
28.7,79,6.0032,43
29.52,74,0,127
30.34,70,7.0015,140
31.16,66,19.0012,163
31.16,70,19.0012,185
31.16,70,16.9979,275
31.98,59,15.0013,596
31.16,62,12.998,563
29.52,74,16.9979,312
28.7,79,12.998,241
28.7,79,12.998,186
27.88,83,15.0013,98
27.06,89,8.9981,35
27.06,89,12.998,16
27.06,89,12.998,8
26.24,94,7.0015,4
26.24,89,7.0015,32
26.24,89,8.9981,118
27.06,89,7.0015,292
30.34,70,11.0014,179
31.98,62,0,101
33.62,52,8.9981,142
34.44,41,0,171
35.26,41,0,155
35.26,41,16.9979,160
35.26,39,15.0013,265
35.26,36,16.9979,569
34.44,44,19.9995,562
33.62,52,19.0012,365
31.16,58,23.9994,285
30.34,62,11.0014,209
29.52,66,0,129
30.34,66,7.0015,47
29.52,79,0,34
28.7,74,11.0014,22
27.88,79,7.0015,6
28.7,79,16.9979,11
28.7,74,7.0015,102
28.7,79,12.998,332
29.52,74,16.9979,457
31.16,70,19.9995,241
30.34,70,23.9994,138
30.34,74,16.9979,165
31.16,70,19.0012,213
31.98,66,19.0012,229
32.8,63,23.9994,216
32.8,63,23.9994,141
27.88,83,30.0026,132
27.06,89,30.0026,167
27.06,83,6.0032,316
27.06,83,6.0032,270
27.06,83,11.0014,250
27.06,83,16.9979,204
27.06,78,12.998,169
27.06,78,6.0032,151
26.24,89,7.0015,53
26.24,89,11.0014,55
26.24,89,8.9981,30
26.24,83,15.0013,6
25.42,88,11.0014,15
26.24,83,12.998,38
27.06,78,12.998,71
28.7,70,16.9979,182
30.34,58,19.0012,247
31.16,52,11.0014,264
31.98,46,19.9995,290
32.8,46,16.9979,366
33.62,41,15.0013,416
34.44,34,6.0032,402
33.62,38,0,416
33.62,36,7.0015,378
31.16,55,11.0014,306
31.16,58,15.0013,314
30.34,58,11.0014,238
29.52,62,11.0014,214
29.52,58,12.998,140
28.7,61,8.9981,113
27.88,69,6.0032,96
27.06,74,6.0032,25
27.06,69,6.0032,5
27.06,74,0,17
26.24,78,6.0032,25
28.7,70,6.0032,65
29.52,66,0,92
30.34,66,6.0032,169
31.16,55,8.9981,268
31.98,55,12.998,287
33.62,46,19.0012,377
32.8,46,19.9995,367
33.62,41,22.0028,349
34.44,39,19.0012,361
34.44,41,19.0012,372
34.44,36,15.0013,363
33.62,43,19.0012,363
32.8,49,22.0028,303
31.16,55,12.998,268
30.34,62,16.9979,227
29.52,66,16.9979,72
28.7,65,12.998,35
28.7,61,19.0012,10
28.7,61,15.0013,12
27.88,65,11.0014,10
27.06,74,15.0013,4
27.88,74,12.998,121
28.7,74,16.9979,317
30.34,66,19.0012,420
31.98,59,19.9995,208
32.8,55,23.9994,117
33.62,56,19.9995,128
34.44,53,19.0012,148
35.26,50,16.9979,141
35.26,56,27.9993,146
35.26,56,26.0027,239
35.26,56,27.9993,514
35.26,53,26.0027,472
34.44,59,22.0028,373
29.52,74,27.9993,236
28.7,79,27.9993,130
29.52,74,8.9981,90
28.7,79,8.9981,22
28.7,79,6.0032,14
28.7,79,7.0015,9
28.7,79,6.0032,25
30.34,58,15.0013,115
31.16,55,12.998,330
31.16,58,15.0013,417
31.98,55,32.9975,176
33.62,52,11.0014,123
33.62,52,11.0014,125
35.26,44,19.9995,163
35.26,47,15.0013,136
36.9,42,23.9994,148
35.26,44,19.0012,202
36.08,44,19.0012,428
35.26,47,19.9995,511
34.44,44,19.0012,337
33.62,43,12.998,308
33.62,43,7.0015,258
32.8,46,8.9981,194
31.98,52,0,79
31.16,62,0,46
31.16,55,0,12
31.16,55,0,5
30.34,58,12.998,4
30.34,58,16.9979,5
30.34,58,12.998,26
30.34,58,11.0014,121
31.16,55,16.9979,313
32.8,49,16.9979,449
33.62,41,12.998,186
33.62,46,12.998,113
34.44,39,11.0014,165
34.44,41,19.0012,174
33.62,46,8.9981,158
33.62,46,8.9981,116
26.24,94,8.9981,46
27.06,89,0,141
28.7,79,0,488
28.7,79,7.0015,419
28.7,84,11.0014,342
28.7,79,7.0015,250
27.06,83,16.9979,116
27.06,69,19.9995,46
27.06,61,16.9979,25
26.24,57,19.9995,10
25.42,57,19.9995,6
25.42,53,16.9979,6
24.6,56,15.0013,28
24.6,60,15.0013,130
25.42,53,16.9979,334
26.24,50,23.9994,486
27.88,47,19.0012,224
29.52,37,15.0013,148
30.34,35,16.9979,223
31.16,33,22.0028,177
30.34,35,19.0012,178
31.16,33,19.9995,180
31.16,33,8.9981,274
30.34,37,8.9981,595
29.52,42,12.998,578
29.52,39,15.0013,400
28.7,42,15.0013,348
27.06,50,8.9981,261
26.24,57,6.0032,176
26.24,65,16.9979,124
25.42,73,12.998,20
24.6,78,11.0014,38
24.6,73,12.998,7
24.6,73,11.0014,10
24.6,73,8.9981,23
24.6,73,7.0015,120
26.24,65,7.0015,274
26.24,65,16.9979,564
27.88,54,12.998,207
27.06,61,11.0014,166
28.7,54,8.9981,210
28.7,48,12.998,238
28.7,54,12.998,247
28.7,51,12.998,265
29.52,45,11.0014,237
29.52,51,12.998,361
30.34,42,16.9979,587
29.52,45,15.0013,496
28.7,45,15.0013,394
28.7,51,15.0013,343
27.06,54,7.0015,261
26.24,61,11.0014,167
25.42,65,12.998,110
24.6,69,7.0015,75
24.6,73,8.9981,58
24.6,78,11.0014,37
25.42,73,8.9981,52
27.06,65,11.0014,127
29.52,54,12.998,322
30.34,48,15.0013,396
31.16,43,19.0012,463
31.16,45,19.9995,497
30.34,45,19.9995,433
31.16,45,22.0028,428
31.16,45,19.0012,425
31.16,45,15.0013,475
31.16,45,19.0012,428
30.34,48,12.998,406
29.52,51,15.0013,296
28.7,58,15.0013,252
28.7,65,19.0012,201
27.88,61,15.0013,168
27.06,65,15.0013,125
26.24,69,12.998,102
26.24,69,15.0013,94
25.42,73,11.0014,10
26.24,69,15.0013,12
26.24,73,11.0014,50
27.88,65,15.0013,118
29.52,58,15.0013,184
30.34,60,15.0013,304
31.16,55,19.0012,391
31.16,55,19.0012,420
32.8,49,19.9995,472
32.8,49,23.9994,430
33.62,43,19.9995,324
32.8,46,19.9995,317
32.8,49,26.0027,369
32.8,46,19.9995,390
31.16,55,19.0012,379
31.16,58,16.9979,262
30.34,62,15.0013,207
28.7,74,8.9981,93
28.7,74,8.9981,51
28.7,74,15.0013,25
27.06,83,15.0013,10
27.06,78,12.998,7
26.24,78,11.0014,4
26.24,78,7.0015,17
26.24,83,7.0015,105
27.88,74,15.0013,277
28.7,70,12.998,347
30.34,67,15.0013,203
31.16,62,12.998,130
32.8,55,6.0032,141
32.8,59,12.998,165
33.62,56,16.9979,152
33.62,56,22.0028,138
34.44,53,22.0028,164
34.44,53,19.0012,265
34.44,49,22.0028,545
33.62,49,23.9994,558
32.8,55,15.0013,398
31.98,59,15.0013,323
30.34,66,12.998,202
31.16,66,15.0013,140
30.34,66,11.0014,91
30.34,66,7.0015,51
29.52,70,11.0014,13
29.52,70,11.0014,3
29.52,70,8.9981,5
28.7,74,7.0015,19
29.52,74,7.0015,134
30.34,70,11.0014,315
31.16,70,11.0014,412
32.8,63,8.9981,199
33.62,56,11.0014,141
33.62,59,0,127
34.44,56,6.0032,153
35.26,50,12.998,152
36.08,44,12.998,158
36.9,42,19.9995,277
32.8,66,0,513
32.8,66,8.9981,530
31.16,75,12.998,388
30.34,74,6.0032,277
30.34,74,8.9981,241
30.34,74,0,156
29.52,79,11.0014,92
29.52,70,15.0013,29
29.52,74,12.998,17
28.7,74,7.0015,11
28.7,79,11.0014,4
27.06,83,8.9981,4
27.06,83,7.0015,26
27.06,83,6.0032,100
30.34,62,0,282
32.8,43,12.998,382
33.62,41,0,166
35.26,36,11.0014,97
36.08,32,11.0014,119
36.9,33,16.9979,168
37.72,29,12.998,123
36.9,27,0,129
36.9,27,0,231
31.16,45,19.9995,514
31.98,43,12.998,543
30.34,51,15.0013,413
29.52,62,15.0013,305
28.7,70,16.9979,220
28.7,70,6.0032,137
27.88,74,12.998,96
27.06,74,0,29
27.06,74,7.0015,12
27.88,69,0,8
27.06,74,7.0015,10
27.06,74,8.9981,21
27.88,69,7.0015,117
29.52,61,19.0012,335
30.34,58,19.0012,435
33.62,36,19.9995,140
34.44,32,27.9993,128
35.26,30,19.0012,157
35.26,30,15.0013,203
36.9,25,19.0012,159
36.9,25,19.0012,168
36.9,25,19.0012,274
36.9,27,8.9981,556
35.26,36,15.0013,454
33.62,46,16.9979,288
32.8,52,15.0013,254
31.98,59,11.0014,191
32.8,49,11.0014,43
31.98,49,11.0014,11
31.16,55,6.0032,4
31.16,52,11.0014,7
31.16,55,6.0032,24
29.52,66,32.9975,110
30.34,51,11.0014,437
30.34,55,12.998,195
30.34,58,6.0032,68
30.34,58,7.0015,122
31.16,55,8.9981,161
31.16,58,15.0013,144
28.7,79,8.9981,118
27.88,79,0,150
28.7,79,0,425
28.7,84,0,492
28.7,84,0,321
28.7,84,7.0015,87
27.88,89,8.9981,88
27.88,89,7.0015,77
27.88,89,6.0032,56
27.88,89,6.0032,17
27.06,94,6.0032,17
27.06,94,6.0032,7
27.06,94,6.0032,3
27.88,89,0,20
27.88,89,19.9995,97
27.88,89,19.9995,282
28.7,82,23.9994,398
29.52,74,22.0028,187
29.52,71,19.9995,113
30.34,66,15.0013,149
31.16,62,15.0013,205
31.16,58,0,205
32.8,55,11.0014,167
32.8,55,16.9979,165
31.16,62,22.0028,290
31.16,62,22.0028,555
28.7,74,19.9995,523
28.7,74,19.0012,366
28.7,74,12.998,286
28.7,74,12.998,211
27.88,74,12.998,174
27.06,74,7.0015,132
27.06,74,7.0015,54
26.24,78,6.0032,19
27.06,69,0,19
26.24,78,6.0032,6
26.24,78,8.9981,7
26.24,78,6.0032,16
26.24,78,8.9981,101
27.06,78,8.9981,270
28.7,65,15.0013,454
29.52,58,7.0015,226
30.34,55,8.9981,163
31.16,52,16.9979,147
31.16,52,16.9979,216
31.98,52,16.9979,204
31.98,52,16.9979,245
32.8,49,16.9979,330
31.98,49,19.9995,550
31.16,52,16.9979,466
30.34,55,16.9979,372
29.52,58,15.0013,291
28.7,65,12.998,173
27.88,69,15.0013,139
27.06,78,12.998,133
27.06,78,11.0014,67
27.06,78,15.0013,53
27.06,78,11.0014,42
27.06,83,11.0014,10
26.24,89,6.0032,6
26.24,89,7.0015,27
27.88,83,11.0014,63
27.88,83,11.0014,121
30.34,70,15.0013,215
30.34,70,19.0012,290
31.98,62,15.0013,349
32.8,55,15.0013,382
32.8,59,22.0028,441
34.44,53,16.9979,362
30.34,79,11.0014,343
30.34,79,11.0014,149
29.52,79,30.0026,211
29.52,84,16.9979,171
29.52,79,19.0012,137
28.7,84,22.0028,114
28.7,84,22.0028,120
28.7,84,19.0012,108
28.7,84,19.0012,80
28.7,84,16.9979,73
28.7,84,15.0013,66
28.7,84,8.9981,32
28.7,84,8.9981,6
28.7,89,12.998,5
28.7,89,11.0014,13
28.7,84,12.998,39
29.52,79,12.998,89
31.16,75,7.0015,184
32.8,66,8.9981,266
33.62,63,0,269
36.9,42,19.9995,370
36.9,42,19.9995,324
35.26,47,12.998,322
29.52,74,19.9995,326
30.34,74,43.0006,194
29.52,74,6.0032,229
29.52,79,11.0014,228
29.52,84,8.9981,183
29.52,84,7.0015,136
28.7,89,12.998,103
28.7,79,7.0015,55
28.7,79,7.0015,30
27.88,83,8.9981,12
27.06,89,0,7
27.06,89,0,1
27.06,89,7.0015,10
28.7,79,6.0032,15
28.7,65,19.0012,95
29.52,62,19.9995,267
30.34,58,22.0028,349
31.16,55,26.0027,183
32.8,52,26.0027,124
33.62,48,23.9994,179
33.62,46,16.9979,182
34.44,44,19.9995,151
33.62,43,19.9995,150
34.44,41,19.9995,126
35.26,39,11.0014,527
33.62,43,7.0015,416
32.8,55,0,286
31.16,58,6.0032,186
31.16,58,7.0015,147
30.34,66,7.0015,72
29.52,79,8.9981,35
29.52,62,0,3
28.7,74,0,7
29.52,64,0,101
29.52,74,7.0015,343
30.34,66,0,392
31.98,62,8.9981,175
32.8,59,15.0013,144
32.8,59,15.0013,149
34.44,49,11.0014,175
35.26,44,19.0012,148
35.26,39,19.0012,164
35.26,39,19.9995,285
32.8,55,11.0014,532
32.8,55,12.998,585
32.8,49,7.0015,371
32.8,43,12.998,292
31.98,46,16.9979,230
31.98,46,19.9995,155
31.16,48,19.0012,75
30.34,51,15.0013,37
29.52,54,12.998,17
29.52,54,11.0014,11
28.7,58,11.0014,4
28.7,54,8.9981,5
27.88,61,6.0032,32
27.88,61,0,119
28.7,58,6.0032,305
30.34,51,12.998,399
31.16,48,15.0013,180
32.8,43,15.0013,113
32.8,41,26.0027,149
33.62,38,19.0012,191
34.44,34,22.0028,178
35.26,30,22.0028,194
35.26,26,19.9995,282
34.44,26,19.9995,584
33.62,28,19.9995,559
32.8,26,16.9979,413
31.16,31,8.9981,312
31.16,33,7.0015,209
30.34,37,0,139
30.34,37,6.0032,108
28.7,45,7.0015,46
28.7,45,8.9981,26
27.06,54,8.9981,11
26.24,57,8.9981,9
26.24,61,12.998,25
25.42,65,11.0014,106
28.7,45,11.0014,390
29.52,39,15.0013,197
30.34,37,16.9979,132
31.16,35,16.9979,187
31.16,31,15.0013,217
32.8,29,0,142
32.8,29,19.9995,178
32.8,27,12.998,298
32.8,29,16.9979,582
30.34,35,12.998,371
29.52,37,8.9981,288
28.7,48,6.0032,206
28.7,48,0,157
27.06,50,11.0014,127
26.24,53,11.0014,65
26.24,53,8.9981,23
25.42,57,12.998,15
25.42,53,11.0014,9
25.42,53,8.9981,5
24.6,56,8.9981,26
25.42,50,8.9981,76
26.24,44,11.0014,264
27.88,39,15.0013,426
29.52,34,8.9981,205
30.34,33,7.0015,130
31.16,29,0,156
32.8,27,0,222
31.98,29,6.0032,253
32.8,29,12.998,186
32.8,29,11.0014,249
33.62,28,0,334
33.62,26,0,516
30.34,42,15.0013,385
29.52,42,15.0013,287
28.7,48,8.9981,226
27.88,51,0,231
27.88,51,0,151
27.88,57,6.0032,77
27.88,57,0,74
27.06,65,8.9981,27
26.24,73,8.9981,10
26.24,73,7.0015,18
27.06,74,12.998,44
28.7,65,11.0014,118
28.7,74,11.0014,208
29.52,74,15.0013,260
30.34,70,12.998,314
27.06,89,11.0014,421
30.34,74,22.0028,153
30.34,70,16.9979,259
27.88,79,23.9994,358
28.7,74,19.0012,281
29.52,74,16.9979,269
28.7,74,15.0013,292
27.88,79,19.0012,237
27.88,83,15.0013,183
27.88,83,26.0027,167
27.88,83,26.0027,154
27.06,83,22.0028,120
27.06,83,19.9995,90
26.24,89,15.0013,73
26.24,89,15.0013,62
26.24,94,16.9979,27
26.24,94,12.998,3
26.24,94,11.0014,10
26.24,94,7.0015,6
27.06,89,12.998,24
27.06,89,19.0012,41
27.06,89,19.0012,103
28.7,79,15.0013,183
28.7,79,15.0013,281
29.52,74,16.9979,377
30.34,70,12.998,370
30.34,66,11.0014,292
31.16,62,8.9981,329
30.34,66,11.0014,347
28.7,84,11.0014,193
24.6,88,32.9975,155
24.6,88,32.9975,39
24.6,83,0,27
24.6,88,6.0032,25
24.6,88,8.9981,10
24.6,83,0,3
24.6,83,12.998,7
24.6,83,8.9981,5
24.6,88,12.998,17
24.6,88,16.9979,90
24.6,88,16.9979,258
26.24,78,22.0028,355
26.24,78,22.0028,222
27.88,69,19.0012,141
29.52,62,16.9979,153
30.34,58,19.0012,178
31.98,52,19.0012,193
30.34,55,6.0032,151
30.34,55,19.9995,182
30.34,55,22.0028,283
28.7,65,12.998,483
28.7,65,0,397
27.06,74,8.9981,285
27.06,65,12.998,184
27.06,69,16.9979,98
26.24,69,15.0013,88
26.24,69,11.0014,16
25.42,73,15.0013,4
26.24,69,19.9995,5
25.42,73,19.0012,30
25.42,73,22.0028,119
26.24,69,16.9979,346
27.88,61,19.0012,198
28.7,58,26.0027,111
30.34,51,15.0013,150
31.16,48,22.0028,162
31.16,45,27.9993,182
32.8,41,19.9995,159
32.8,41,15.0013,303
31.16,45,22.0028,600
31.16,45,15.0013,570
30.34,48,12.998,376
30.34,51,0,280
29.52,54,0,215
28.7,61,0,152
27.06,65,8.9981,77
27.06,69,6.0032,24
26.24,73,11.0014,14
27.06,69,0,6
26.24,78,0,5
26.24,73,0,5
26.24,73,0,28
25.42,78,0,105
27.06,65,6.0032,308
28.7,54,11.0014,487
30.34,48,6.0032,209
31.16,43,6.0032,118
31.98,43,7.0015,128
32.8,43,19.0012,189
32.8,41,12.998,176
33.62,36,11.0014,192
32.8,43,8.9981,159
33.62,43,15.0013,300
32.8,49,15.0013,552
31.16,55,16.9979,556
31.16,55,15.0013,347
30.34,58,16.9979,280
29.52,62,15.0013,230
28.7,65,12.998,171
28.7,65,19.0012,105
27.88,65,8.9981,56
27.06,65,15.0013,6
27.06,69,19.0012,6
26.24,73,15.0013,9
26.24,78,19.0012,27
26.24,78,19.9995,308
27.06,74,19.0012,420
29.52,66,16.9979,228
30.34,66,16.9979,129
31.16,58,16.9979,141
32.8,52,19.0012,173
32.8,52,23.9994,187
33.62,46,22.0028,182
32.8,46,23.9994,174
32.8,46,23.9994,245
31.16,55,16.9979,274
27.06,83,7.0015,165
27.88,79,0,149
28.7,74,7.0015,135
28.7,74,8.9981,114
27.88,69,12.998,62
26.24,89,0,20
26.24,83,0,8
26.24,78,0,3
26.24,83,0,8
26.24,83,0,17
26.24,83,0,93
27.06,83,6.0032,263
27.06,83,0,398
28.7,65,8.9981,218
29.52,62,6.0032,165
30.34,62,6.0032,222
31.16,62,12.998,232
31.98,55,12.998,220
32.8,49,7.0015,222
32.8,49,0,327
31.16,58,35.0008,527
31.16,58,35.0008,425
25.42,73,31.0009,165
25.42,83,19.9995,58
25.42,83,8.9981,107
24.6,88,8.9981,122
24.6,88,6.0032,106
24.6,73,6.0032,21
23.78,78,6.0032,25
23.78,78,6.0032,14
22.96,73,6.0032,23
24.6,78,0,105
25.42,73,8.9981,498
26.24,69,7.0015,207
29.52,51,8.9981,229
29.52,48,6.0032,219
29.52,54,16.9979,198
29.52,51,8.9981,174
30.34,51,12.998,308
29.52,54,16.9979,628
29.52,54,15.0013,531
28.7,58,11.0014,443
27.06,61,15.0013,280
27.06,57,12.998,177
27.06,57,15.0013,179
26.24,65,16.9979,126
26.24,65,12.998,64
25.42,73,7.0015,32
25.42,73,7.0015,20
24.6,83,11.0014,8
24.6,83,6.0032,4
24.6,83,8.9981,76
24.6,83,7.0015,259
25.42,78,12.998,456
25.42,83,7.0015,220
27.06,74,7.0015,192
27.06,69,15.0013,260
27.88,65,8.9981,279
28.7,61,7.0015,283
28.7,61,16.9979,346
28.7,61,8.9981,381
27.88,65,11.0014,455
27.88,65,12.998,355
27.06,69,8.9981,287
26.24,73,0,196
26.24,73,6.0032,149
26.24,73,11.0014,147
26.24,73,11.0014,98
26.24,73,7.0015,87
26.24,69,16.9979,74
25.42,73,11.0014,35
25.42,73,11.0014,7
25.42,69,12.998,12
25.42,73,11.0014,23
25.42,73,12.998,38
26.24,69,11.0014,89
27.06,69,16.9979,201
27.06,65,16.9979,258
27.06,69,19.0012,194
28.7,61,15.0013,257
28.7,65,15.0013,353
29.52,66,11.0014,380
29.52,70,11.0014,388
29.52,70,12.998,374
29.52,70,11.0014,339
28.7,74,8.9981,295
28.7,79,11.0014,219
27.88,83,8.9981,164
27.88,83,7.0015,162
27.06,85,8.9981,123
27.06,89,12.998,109
27.06,83,8.9981,75
26.24,89,12.998,43
26.24,83,11.0014,4
26.24,83,8.9981,6
26.24,84,15.0013,3
27.06,78,12.998,30
27.06,78,11.0014,70
27.06,78,11.0014,189
28.7,74,8.9981,297
30.34,70,11.0014,337
31.16,66,11.0014,435
31.98,62,19.0012,419
31.98,66,22.0028,361
31.98,66,19.0012,410
32.8,59,15.0013,337
31.16,66,15.0013,376
31.16,66,12.998,356
30.34,70,12.998,328
30.34,70,19.9995,229
29.52,74,16.9979,207
29.52,74,19.0012,155
29.52,70,11.0014,104
28.7,74,15.0013,97
27.88,79,7.0015,54
27.88,79,11.0014,39
27.88,74,19.9995,16
27.88,69,19.0012,8
27.06,74,11.0014,6
27.06,74,8.9981,11
27.06,74,11.0014,41
27.06,78,12.998,101
27.88,74,11.0014,152
28.7,70,11.0014,244
28.7,74,11.0014,308
29.52,70,12.998,353
30.34,70,8.9981,389
30.34,70,11.0014,357
27.88,79,19.0012,253
27.88,79,19.0012,284
27.06,89,7.0015,114
27.06,94,7.0015,175
27.06,94,16.9979,82
27.06,94,19.9995,60
24.6,88,39.0007,64
22.96,88,26.0027,20
22.14,94,23.9994,8
22.14,94,16.9979,2
22.14,94,19.9995,1
22.14,94,19.9995,4
22.14,88,23.9994,21
22.14,88,22.0028,72
22.14,83,23.9994,172
22.14,83,26.0027,364
22.14,81,27.9993,185
22.14,83,23.9994,106
22.14,83,26.0027,89
22.14,83,26.0027,67
22.14,88,19.9995,29
22.14,88,19.0012,24
22.14,94,26.0027,89
22.14,94,26.0027,106
22.14,88,26.0027,291
22.14,88,26.0027,373
22.14,88,27.9993,281
22.14,88,19.9995,163
22.14,88,19.0012,121
22.14,94,16.9979,58
22.14,94,15.0013,13
22.96,94,8.9981,2
22.96,94,11.0014,4
22.96,100,8.9981,16
24.6,88,7.0015,75
24.6,88,6.0032,86
25.42,94,6.0032,328
24.6,88,8.9981,66
24.6,94,0,10
22.96,94,0,22
24.6,88,0,11
24.6,93,0,25
26.24,89,0,144
26.24,89,0,285
26.24,89,0,237
26.24,89,0,226
26.24,89,6.0032,96
26.24,89,6.0032,38
25.42,94,12.998,24
24.6,100,12.998,14
25.42,94,7.0015,4
25.42,94,0,2
25.42,94,6.0032,14
25.42,94,7.0015,179
25.42,94,8.9981,195
25.42,100,16.9979,69
26.24,94,7.0015,65
26.24,94,15.0013,98
27.06,94,15.0013,102
27.88,83,26.0027,126
28.7,79,23.9994,120
27.06,89,19.9995,139
26.24,94,19.0012,156
26.24,94,19.0012,113
26.24,94,23.9994,68
25.42,100,22.0028,52
26.24,94,7.0015,82
25.42,100,6.0032,70
25.42,100,6.0032,26
26.24,94,12.998,16
25.42,100,11.0014,8
25.42,100,16.9979,8
25.42,94,16.9979,2
25.42,94,11.0014,3
25.42,94,8.9981,14
25.42,100,8.9981,57
25.42,100,16.9979,108
25.42,94,11.0014,288
25.42,94,11.0014,136
25.42,100,0,29
25.42,94,0,72
26.24,94,0,75
29.52,74,6.0032,148
30.34,66,0,188
30.34,66,8.9981,285
28.7,79,16.9979,505
28.7,79,12.998,410
27.06,89,11.0014,349
26.24,94,6.0032,210
27.06,89,0,203
25.42,94,0,160
25.42,94,6.0032,148
25.42,94,0,116
25.42,94,0,83
24.6,97,7.0015,64
23.78,100,8.9981,37
23.78,94,6.0032,7
23.78,94,8.9981,8
23.78,94,11.0014,6
25.42,83,11.0014,119
28.7,65,16.9979,318
29.52,62,16.9979,360
29.52,62,15.0013,404
30.34,55,19.0012,370
30.34,55,19.0012,359
30.34,55,12.998,431
30.34,55,15.0013,460
29.52,58,12.998,360
28.7,58,8.9981,315
27.06,69,7.0015,245
26.24,78,6.0032,230
26.24,78,0,175
25.42,88,0,139
25.42,88,0,108
25.42,88,0,88
25.42,78,12.998,76
25.42,78,6.0032,45
24.6,83,8.9981,9
24.6,83,8.9981,39
23.78,88,7.0015,20
24.6,88,0,37
26.24,78,0,94
27.06,74,0,227
28.7,65,0,402
28.7,65,0,411
29.52,58,19.0012,342
30.34,51,19.9995,404
29.52,51,8.9981,380
26.24,69,7.0015,333
25.42,73,7.0015,226
26.24,69,0,159
23.78,78,6.0032,45
22.96,88,6.0032,16
22.96,88,0,12
22.96,88,0,2
22.14,94,7.0015,4
22.96,83,0,24
22.96,83,0,109
23.78,83,0,312
26.24,69,0,176
27.88,62,11.0014,129
28.7,58,12.998,165
29.52,51,12.998,184
29.52,54,7.0015,163
30.34,51,11.0014,189
30.34,48,6.0032,212
29.52,48,0,298
29.52,51,11.0014,590
28.7,54,12.998,571
27.88,57,8.9981,436
26.24,73,6.0032,195
25.42,83,11.0014,150
25.42,83,7.0015,69
24.6,88,7.0015,26
23.78,83,7.0015,10
24.6,78,0,2
23.78,83,0,4
22.96,88,0,8
22.96,88,0,20
22.96,88,7.0015,122
23.78,83,6.0032,362
26.24,69,6.0032,214
27.88,69,8.9981,135
28.7,61,11.0014,153
29.52,58,15.0013,187
30.34,51,19.0012,184
30.34,51,22.0028,190
30.34,51,19.9995,180
30.34,51,15.0013,292
30.34,51,15.0013,579
28.7,61,11.0014,539
27.88,69,11.0014,396
27.06,74,12.998,272
26.24,78,11.0014,245
26.24,78,8.9981,144
26.24,78,7.0015,74
25.42,78,6.0032,33
25.42,78,6.0032,8
24.6,83,0,5
24.6,88,8.9981,8
24.6,83,6.0032,9
23.78,88,7.0015,31
23.78,88,7.0015,145
24.6,83,7.0015,370
25.42,83,11.0014,429
28.7,70,8.9981,142
29.52,66,11.0014,164
30.34,58,15.0013,212
31.16,52,19.0012,277
31.16,52,19.0012,599
29.52,62,11.0014,586
28.7,70,7.0015,381
29.52,58,27.9993,261
27.06,65,15.0013,213
26.24,69,7.0015,72
26.24,69,8.9981,37
26.24,69,11.0014,20
25.42,73,7.0015,5
25.42,73,6.0032,8
24.6,78,7.0015,7
24.6,78,0,31
24.6,83,16.9979,124
25.42,78,12.998,338
26.24,73,8.9981,391
